,Fold,Set,Folder,US_Image,US_Pose
36,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00036.png,Long-axis
37,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00037.png,Long-axis
38,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00038.png,Long-axis
39,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00039.png,Long-axis
40,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00040.png,Long-axis
41,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00041.png,Long-axis
42,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00042.png,Long-axis
43,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00043.png,Long-axis
44,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00044.png,Long-axis
45,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00045.png,Long-axis
46,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00046.png,Long-axis
47,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00047.png,Long-axis
48,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00048.png,Long-axis
49,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00049.png,Long-axis
50,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00050.png,Long-axis
51,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00051.png,Long-axis
52,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00052.png,Long-axis
53,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00053.png,Long-axis
54,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00054.png,Long-axis
55,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00055.png,Long-axis
56,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00056.png,Long-axis
57,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00057.png,Long-axis
58,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00058.png,Long-axis
59,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00059.png,Long-axis
60,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00060.png,Long-axis
61,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00061.png,Long-axis
62,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00062.png,Long-axis
63,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00063.png,Long-axis
64,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00064.png,Long-axis
65,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00065.png,Long-axis
66,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00066.png,Long-axis
67,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00067.png,Long-axis
68,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00068.png,Long-axis
69,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00069.png,Long-axis
70,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00070.png,Long-axis
71,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00071.png,Long-axis
72,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00072.png,Long-axis
73,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00073.png,Long-axis
74,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00074.png,Long-axis
75,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00075.png,Long-axis
76,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00076.png,Long-axis
77,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00077.png,Long-axis
78,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00078.png,Long-axis
79,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00079.png,Long-axis
80,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00080.png,Long-axis
81,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00081.png,Long-axis
82,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00082.png,Long-axis
83,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00083.png,Long-axis
84,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00084.png,Long-axis
85,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00085.png,Long-axis
86,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00086.png,Long-axis
87,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00087.png,Long-axis
88,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00088.png,Long-axis
89,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00089.png,Long-axis
90,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00090.png,Long-axis
91,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00091.png,Long-axis
92,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00092.png,Long-axis
93,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00093.png,Long-axis
94,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00094.png,Long-axis
95,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00095.png,Long-axis
96,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00096.png,Long-axis
97,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00097.png,Long-axis
98,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00098.png,Long-axis
99,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00099.png,Long-axis
100,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00100.png,Long-axis
101,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00101.png,Long-axis
102,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00102.png,Long-axis
103,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00103.png,Long-axis
104,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00104.png,Long-axis
105,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00105.png,Long-axis
106,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00106.png,Long-axis
107,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00107.png,Long-axis
108,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00108.png,Long-axis
109,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00109.png,Long-axis
110,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00110.png,Long-axis
111,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00111.png,Long-axis
112,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00112.png,Long-axis
113,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00113.png,Long-axis
114,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00114.png,Long-axis
115,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00115.png,Long-axis
116,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00116.png,Long-axis
117,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00117.png,Long-axis
118,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00118.png,Long-axis
119,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00119.png,Long-axis
120,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00120.png,Long-axis
121,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00121.png,Long-axis
122,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00122.png,Long-axis
123,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00123.png,Long-axis
124,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00124.png,Long-axis
125,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00125.png,Long-axis
126,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00126.png,Long-axis
127,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00127.png,Long-axis
128,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00128.png,Long-axis
129,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00129.png,Long-axis
130,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00130.png,Long-axis
131,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00131.png,Long-axis
132,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00132.png,Long-axis
133,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00133.png,Long-axis
134,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00134.png,Long-axis
135,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00135.png,Long-axis
136,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00136.png,Long-axis
137,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00137.png,Long-axis
138,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00138.png,Long-axis
139,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00139.png,Long-axis
140,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00140.png,Long-axis
141,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00141.png,Long-axis
142,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00142.png,Long-axis
143,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00143.png,Long-axis
144,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00144.png,Long-axis
145,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00145.png,Long-axis
146,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00146.png,Long-axis
147,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00147.png,Long-axis
148,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00148.png,Long-axis
149,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00149.png,Long-axis
150,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00150.png,Long-axis
151,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00151.png,Long-axis
152,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00152.png,Long-axis
153,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00153.png,Long-axis
154,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00154.png,Long-axis
155,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00155.png,Long-axis
156,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00156.png,Long-axis
157,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00157.png,Long-axis
158,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00158.png,Long-axis
159,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00159.png,Long-axis
160,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00160.png,Long-axis
161,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00161.png,Long-axis
162,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00162.png,Long-axis
163,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00163.png,Long-axis
164,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00164.png,Long-axis
165,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00165.png,Long-axis
166,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00166.png,Long-axis
167,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00167.png,Long-axis
168,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00168.png,Long-axis
169,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00169.png,Long-axis
170,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00170.png,Long-axis
171,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00171.png,Long-axis
172,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00172.png,Long-axis
173,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00173.png,Long-axis
174,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00174.png,Long-axis
175,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00175.png,Long-axis
176,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00176.png,Long-axis
177,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00177.png,Long-axis
178,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00178.png,Long-axis
179,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00179.png,Long-axis
180,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00180.png,Long-axis
181,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00181.png,Long-axis
182,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00182.png,Long-axis
183,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00183.png,Long-axis
184,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00184.png,Long-axis
185,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00185.png,Long-axis
186,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00186.png,Long-axis
187,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00187.png,Long-axis
188,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00188.png,Long-axis
189,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00189.png,Long-axis
190,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00190.png,Long-axis
191,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00191.png,Long-axis
192,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00192.png,Long-axis
193,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00193.png,Long-axis
194,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00194.png,Long-axis
195,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00195.png,Long-axis
196,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00196.png,Long-axis
197,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00197.png,Long-axis
198,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00198.png,Long-axis
199,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00199.png,Long-axis
200,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00200.png,Long-axis
201,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00201.png,Long-axis
202,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00202.png,Long-axis
203,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00203.png,Long-axis
204,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00204.png,Long-axis
205,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00205.png,Long-axis
206,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00206.png,Long-axis
207,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00207.png,Long-axis
208,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00208.png,Long-axis
209,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00209.png,Long-axis
210,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00210.png,Long-axis
211,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00211.png,Long-axis
212,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00212.png,Undefined
213,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00213.png,Undefined
214,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00214.png,Undefined
215,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00215.png,Undefined
216,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00216.png,Undefined
217,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00217.png,Undefined
218,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00218.png,Undefined
219,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00219.png,Undefined
220,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00220.png,Undefined
221,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00221.png,Undefined
222,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00222.png,Undefined
223,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00223.png,Undefined
224,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00224.png,Undefined
225,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00225.png,Undefined
226,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00226.png,Undefined
227,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00227.png,Undefined
228,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00228.png,Undefined
229,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00229.png,Undefined
230,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00230.png,Undefined
231,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00231.png,Undefined
232,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00232.png,Undefined
233,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00233.png,Undefined
234,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00234.png,Undefined
235,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00235.png,Undefined
236,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00236.png,Undefined
237,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00237.png,Undefined
238,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00238.png,Undefined
239,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00239.png,Undefined
240,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00240.png,Undefined
241,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00241.png,Undefined
242,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00242.png,Undefined
243,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00243.png,Undefined
244,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00244.png,Undefined
245,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00245.png,Undefined
246,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00246.png,Undefined
247,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00247.png,Undefined
248,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00248.png,Undefined
249,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00249.png,Undefined
250,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00250.png,Undefined
251,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00251.png,Undefined
252,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00252.png,Undefined
253,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00253.png,Undefined
254,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00254.png,Undefined
255,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00255.png,Undefined
256,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00256.png,Undefined
257,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00257.png,Undefined
258,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00258.png,Undefined
259,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00259.png,Undefined
260,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00260.png,Undefined
261,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00261.png,Undefined
262,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00262.png,Undefined
263,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00263.png,Undefined
264,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00264.png,Undefined
265,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00265.png,Undefined
266,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00266.png,Undefined
267,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00267.png,Undefined
268,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00268.png,Undefined
269,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00269.png,Undefined
270,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00270.png,Undefined
271,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00271.png,Undefined
272,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00272.png,Undefined
273,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00273.png,Undefined
274,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00274.png,Undefined
275,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00275.png,Undefined
276,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00276.png,Undefined
277,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00277.png,Undefined
278,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00278.png,Undefined
279,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00279.png,Undefined
280,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00280.png,Undefined
281,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00281.png,Undefined
282,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00282.png,Undefined
283,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00283.png,Undefined
284,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00284.png,Undefined
285,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00285.png,Undefined
286,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00286.png,Undefined
287,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00287.png,Undefined
288,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00288.png,Undefined
289,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00289.png,Undefined
290,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00290.png,Undefined
291,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00291.png,Undefined
292,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00292.png,Undefined
293,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00293.png,Undefined
294,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00294.png,Undefined
295,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00295.png,Undefined
296,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00296.png,Undefined
297,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00297.png,Undefined
298,0,Train,SampleDataset\MS02-20200210-152827,MS02-20200210-152827_00298.png,Undefined
